form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
10-Q,2024-07-25,2024-06-30,,0000200406-24-000075,https://www.sec.gov/Archives/edgar/data/200406/000020040624000075/jnj-20240630.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000075/
8-K,2024-07-17,2024-07-17,"2.02,9.01",0000200406-24-000071,https://www.sec.gov/Archives/edgar/data/200406/000020040624000071/jnj-20240717.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000071/
8-K,2024-05-20,2024-05-20,"8.01,9.01",0001193125-24-142828,https://www.sec.gov/Archives/edgar/data/200406/000119312524142828/d746288d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312524142828/
8-K,2024-05-17,2024-05-17,8.01,0000200406-24-000053,https://www.sec.gov/Archives/edgar/data/200406/000020040624000053/jnj-20240517.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000053/
424B5,2024-05-14,,,0001193125-24-137660,https://www.sec.gov/Archives/edgar/data/200406/000119312524137660/d838744d424b5.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312524137660/
424B5,2024-05-13,,,0001193125-24-136756,https://www.sec.gov/Archives/edgar/data/200406/000119312524136756/d811802d424b5.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312524136756/
10-Q,2024-05-01,2024-03-31,,0000200406-24-000049,https://www.sec.gov/Archives/edgar/data/200406/000020040624000049/jnj-20240331.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000049/
8-K,2024-05-01,2024-05-01,"2.02,7.01,9.01",0000200406-24-000048,https://www.sec.gov/Archives/edgar/data/200406/000020040624000048/jnj-20240501.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000048/
8-K,2024-04-29,2024-04-25,"5.03,5.07,9.01",0000200406-24-000043,https://www.sec.gov/Archives/edgar/data/200406/000020040624000043/jnj-20240425.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000043/
8-K,2024-04-16,2024-04-16,"2.02,8.01,9.01",0000200406-24-000031,https://www.sec.gov/Archives/edgar/data/200406/000020040624000031/jnj-20240416.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000031/
10-K,2024-02-16,2023-12-31,,0000200406-24-000013,https://www.sec.gov/Archives/edgar/data/200406/000020040624000013/jnj-20231231.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000013/
8-K,2024-01-23,2024-01-23,"2.02,9.01",0000200406-24-000004,https://www.sec.gov/Archives/edgar/data/200406/000020040624000004/jnj-20240123.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040624000004/
8-K,2023-12-05,2023-11-30,5.02,0000200406-23-000115,https://www.sec.gov/Archives/edgar/data/200406/000020040623000115/jnj-20231130.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000115/
8-K,2023-12-05,2023-12-05,8.01,0000200406-23-000112,https://www.sec.gov/Archives/edgar/data/200406/000020040623000112/jnj-20231205.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000112/
8-K,2023-11-30,2023-11-30,8.01,0000200406-23-000109,https://www.sec.gov/Archives/edgar/data/200406/000020040623000109/jnj-20231130.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000109/
8-K,2023-11-27,2023-11-21,5.02,0000200406-23-000105,https://www.sec.gov/Archives/edgar/data/200406/000020040623000105/jnj-20231121.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000105/
10-Q,2023-10-27,2023-10-01,,0000200406-23-000102,https://www.sec.gov/Archives/edgar/data/200406/000020040623000102/jnj-20231001.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000102/
8-K,2023-10-23,2023-10-20,5.02,0000200406-23-000096,https://www.sec.gov/Archives/edgar/data/200406/000020040623000096/jnj-20231020.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000096/
8-K,2023-10-17,2023-10-17,"2.02,9.01",0000200406-23-000094,https://www.sec.gov/Archives/edgar/data/200406/000020040623000094/jnj-20231017.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000094/
8-K,2023-08-30,2023-08-30,"2.02,9.01",0000200406-23-000091,https://www.sec.gov/Archives/edgar/data/200406/000020040623000091/jnj-20230830.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000091/
8-K,2023-08-25,2023-08-23,2.01,0000200406-23-000086,https://www.sec.gov/Archives/edgar/data/200406/000020040623000086/jnj-20230823.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000086/
10-Q,2023-07-31,2023-07-02,,0000200406-23-000082,https://www.sec.gov/Archives/edgar/data/200406/000020040623000082/jnj-20230702.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000082/
8-K,2023-07-28,2023-07-28,"5.04,9.01",0001628280-23-026095,https://www.sec.gov/Archives/edgar/data/200406/000162828023026095/jnj-20230728.htm,https://www.sec.gov/Archives/edgar/data/200406/000162828023026095/
8-K,2023-07-24,2023-07-24,"8.01,9.01",0001628280-23-025388,https://www.sec.gov/Archives/edgar/data/200406/000162828023025388/jnj-20230724.htm,https://www.sec.gov/Archives/edgar/data/200406/000162828023025388/
8-K,2023-07-20,2023-07-20,"2.02,9.01",0000200406-23-000073,https://www.sec.gov/Archives/edgar/data/200406/000020040623000073/jnj-20230720.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000073/
8-K,2023-05-08,2023-05-03,"1.01,9.01",0001193125-23-138287,https://www.sec.gov/Archives/edgar/data/200406/000119312523138287/d301195d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312523138287/
8-K,2023-05-01,2023-04-27,"5.02,5.07",0000200406-23-000059,https://www.sec.gov/Archives/edgar/data/200406/000020040623000059/jnj-20230427.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000059/
10-Q,2023-04-28,2023-04-02,,0000200406-23-000056,https://www.sec.gov/Archives/edgar/data/200406/000020040623000056/jnj-20230402.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000056/
8-K,2023-04-18,2023-04-18,"2.02,8.01,9.01",0000200406-23-000043,https://www.sec.gov/Archives/edgar/data/200406/000020040623000043/jnj-20230418.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000043/
8-K,2023-04-04,2023-04-04,7.01,0000200406-23-000037,https://www.sec.gov/Archives/edgar/data/200406/000020040623000037/jnj-20230404.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000037/
8-K,2023-04-03,2023-03-31,5.02,0000200406-23-000032,https://www.sec.gov/Archives/edgar/data/200406/000020040623000032/jnj-20230331.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000032/
10-K,2023-02-16,2023-01-01,,0000200406-23-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040623000016/jnj-20230101.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000016/
8-K,2023-02-14,2023-02-14,5.02,0000200406-23-000008,https://www.sec.gov/Archives/edgar/data/200406/000020040623000008/jnj-20230214.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000008/
8-K,2023-01-24,2023-01-24,"2.02,9.01",0000200406-23-000005,https://www.sec.gov/Archives/edgar/data/200406/000020040623000005/jnj-20230124.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040623000005/
8-K,2022-12-22,2022-12-22,"1.01,2.01,7.01,9.01",0001193125-22-311072,https://www.sec.gov/Archives/edgar/data/200406/000119312522311072/d428734d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312522311072/
8-K,2022-12-01,2022-11-30,5.02,0000200406-22-000089,https://www.sec.gov/Archives/edgar/data/200406/000020040622000089/jnj-20221130.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000089/
8-K,2022-11-01,2022-10-31,"1.01,7.01,9.01",0001193125-22-274491,https://www.sec.gov/Archives/edgar/data/200406/000119312522274491/d395813d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312522274491/
10-Q,2022-10-27,2022-10-02,,0000200406-22-000086,https://www.sec.gov/Archives/edgar/data/200406/000020040622000086/jnj-20221002.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000086/
8-K,2022-10-18,2022-10-18,"2.02,9.01",0000200406-22-000081,https://www.sec.gov/Archives/edgar/data/200406/000020040622000081/jnj-20221018.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000081/
8-K,2022-09-14,2022-09-14,8.01,0000200406-22-000076,https://www.sec.gov/Archives/edgar/data/200406/000020040622000076/jnj-20220914.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000076/
10-Q,2022-07-29,2022-07-03,,0000200406-22-000071,https://www.sec.gov/Archives/edgar/data/200406/000020040622000071/jnj-20220703.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000071/
8-K,2022-07-19,2022-07-19,"2.02,9.01",0000200406-22-000063,https://www.sec.gov/Archives/edgar/data/200406/000020040622000063/jnj-20220719.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000063/
10-Q,2022-04-29,2022-04-03,,0000200406-22-000048,https://www.sec.gov/Archives/edgar/data/200406/000020040622000048/jnj-20220403.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000048/
8-K,2022-04-29,2022-04-28,"5.02,5.07",0000200406-22-000047,https://www.sec.gov/Archives/edgar/data/200406/000020040622000047/jnj-20220428.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000047/
8-K,2022-04-19,2022-04-19,"2.02,9.01",0000200406-22-000038,https://www.sec.gov/Archives/edgar/data/200406/000020040622000038/jnj-20220419.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000038/
10-K,2022-02-17,2022-01-02,,0000200406-22-000022,https://www.sec.gov/Archives/edgar/data/200406/000020040622000022/jnj-20220102.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000022/
8-K,2022-02-16,2022-02-15,"5.02,9.01",0000200406-22-000017,https://www.sec.gov/Archives/edgar/data/200406/000020040622000017/jnj-20220215.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000017/
8-K,2022-02-02,2022-01-28,8.01,0000200406-22-000015,https://www.sec.gov/Archives/edgar/data/200406/000020040622000015/jnj-20220128.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000015/
8-K,2022-01-25,2022-01-25,"2.02,9.01",0000200406-22-000012,https://www.sec.gov/Archives/edgar/data/200406/000020040622000012/jnj-20220125.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000012/
8-K,2022-01-06,2022-01-06,5.02,0000200406-22-000004,https://www.sec.gov/Archives/edgar/data/200406/000020040622000004/jnj-20220106.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040622000004/
8-K,2021-11-15,2021-11-15,8.01,0000200406-21-000072,https://www.sec.gov/Archives/edgar/data/200406/000020040621000072/jnj-20211115.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000072/
10-Q,2021-10-29,2021-10-03,,0000200406-21-000070,https://www.sec.gov/Archives/edgar/data/200406/000020040621000070/jnj-20211003.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000070/
8-K,2021-10-19,2021-10-19,"2.02,7.01,9.01",0000200406-21-000067,https://www.sec.gov/Archives/edgar/data/200406/000020040621000067/jnj-20211019.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000067/
8-K,2021-10-12,2021-10-12,"5.02,9.01",0000200406-21-000063,https://www.sec.gov/Archives/edgar/data/200406/000020040621000063/jnj-20211012.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000063/
8-K,2021-08-20,2021-08-19,"5.02,9.01",0000200406-21-000061,https://www.sec.gov/Archives/edgar/data/200406/000020040621000061/jnj-20210819.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000061/
10-Q,2021-07-29,2021-07-04,,0000200406-21-000057,https://www.sec.gov/Archives/edgar/data/200406/000020040621000057/jnj-20210704.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000057/
8-K,2021-07-21,2021-07-21,"2.02,9.01",0000200406-21-000053,https://www.sec.gov/Archives/edgar/data/200406/000020040621000053/jnj-20210721.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000053/
8-K,2021-06-01,2021-06-01,8.01,0000200406-21-000040,https://www.sec.gov/Archives/edgar/data/200406/000020040621000040/jnj-20210601.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000040/
10-Q,2021-04-30,2021-04-04,,0000200406-21-000036,https://www.sec.gov/Archives/edgar/data/200406/000020040621000036/jnj-20210404.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000036/
8-K,2021-04-26,2021-04-22,5.07,0000200406-21-000030,https://www.sec.gov/Archives/edgar/data/200406/000020040621000030/jnj-20210422.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000030/
8-K,2021-04-20,2021-04-20,"2.02,9.01",0000200406-21-000024,https://www.sec.gov/Archives/edgar/data/200406/000020040621000024/jnj-20210420.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000024/
10-K,2021-02-22,2021-01-03,,0000200406-21-000008,https://www.sec.gov/Archives/edgar/data/200406/000020040621000008/jnj-20210103.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000008/
8-K,2021-01-26,2021-01-26,"2.02,9.01",0000200406-21-000006,https://www.sec.gov/Archives/edgar/data/200406/000020040621000006/jnj-20210126.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040621000006/
8-K,2020-12-03,2020-12-03,"5.02,9.01",0000200406-20-000061,https://www.sec.gov/Archives/edgar/data/200406/000020040620000061/jnj-20201203.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000061/
8-K,2020-11-03,2020-11-03,8.01,0000200406-20-000059,https://www.sec.gov/Archives/edgar/data/200406/000020040620000059/jnj-20201103.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000059/
10-Q,2020-10-23,2020-09-27,,0000200406-20-000056,https://www.sec.gov/Archives/edgar/data/200406/000020040620000056/jnj-20200927.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000056/
8-K,2020-10-13,2020-10-13,"2.02,9.01",0000200406-20-000054,https://www.sec.gov/Archives/edgar/data/200406/000020040620000054/jnj-20201013.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000054/
8-K,2020-10-01,2020-10-01,"8.01,9.01",0001193125-20-261326,https://www.sec.gov/Archives/edgar/data/200406/000119312520261326/d22531d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312520261326/
8-K,2020-08-25,2020-08-20,"8.01,9.01",0001193125-20-229970,https://www.sec.gov/Archives/edgar/data/200406/000119312520229970/d926663d8k.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312520229970/
424B5,2020-08-20,,,0001193125-20-225187,https://www.sec.gov/Archives/edgar/data/200406/000119312520225187/d41451d424b5.htm,https://www.sec.gov/Archives/edgar/data/200406/000119312520225187/
8-K,2020-08-12,2020-08-12,"8.01,9.01",0000200406-20-000052,https://www.sec.gov/Archives/edgar/data/200406/000020040620000052/jnj-20200812.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000052/
10-Q,2020-07-24,2020-06-28,,0000200406-20-000050,https://www.sec.gov/Archives/edgar/data/200406/000020040620000050/jnj-20200628.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000050/
8-K,2020-07-16,2020-07-16,"2.02,9.01",0000200406-20-000047,https://www.sec.gov/Archives/edgar/data/200406/000020040620000047/jnj-20200716.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000047/
8-K,2020-06-10,2020-06-09,"5.03,9.01",0000200406-20-000039,https://www.sec.gov/Archives/edgar/data/200406/000020040620000039/a20200609by-laws.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000039/
10-Q,2020-04-29,2020-03-29,,0000200406-20-000035,https://www.sec.gov/Archives/edgar/data/200406/000020040620000035/a1q10q03-29x20.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000035/
8-K,2020-04-29,2020-04-23,"5.03,5.07,9.01",0000200406-20-000034,https://www.sec.gov/Archives/edgar/data/200406/000020040620000034/a20200423voteandcoi.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000034/
8-K,2020-04-14,2020-04-14,"2.02,9.01",0000200406-20-000026,https://www.sec.gov/Archives/edgar/data/200406/000020040620000026/a2020q1cover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000026/
10-K,2020-02-18,2019-12-29,,0000200406-20-000010,https://www.sec.gov/Archives/edgar/data/200406/000020040620000010/form10-k20191229.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000010/
8-K,2020-02-13,2020-02-12,7.01,0000200406-20-000006,https://www.sec.gov/Archives/edgar/data/200406/000020040620000006/a20200212amendmenttocoi.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000006/
8-K,2020-01-22,2020-01-22,"2.02,9.01",0000200406-20-000004,https://www.sec.gov/Archives/edgar/data/200406/000020040620000004/a2019q4cover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040620000004/
8-K,2019-12-30,2019-12-30,"8.01,9.01",0000200406-19-000071,https://www.sec.gov/Archives/edgar/data/200406/000020040619000071/a20191230form8-k.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000071/
8-K,2019-12-05,2019-12-05,"5.02,9.01",0000200406-19-000069,https://www.sec.gov/Archives/edgar/data/200406/000020040619000069/a20191205form8-k.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000069/
10-Q,2019-10-28,2019-09-29,,0000200406-19-000066,https://www.sec.gov/Archives/edgar/data/200406/000020040619000066/a3q10q09-29x19.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000066/
8-K,2019-10-23,2019-10-23,"2.02,7.01,9.01",0000200406-19-000063,https://www.sec.gov/Archives/edgar/data/200406/000020040619000063/a2019q3coverupdated.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000063/
8-K,2019-10-15,2019-10-15,"2.02,9.01",0000200406-19-000061,https://www.sec.gov/Archives/edgar/data/200406/000020040619000061/a2019q3cover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000061/
8-K,2019-10-07,2019-10-07,5.02,0000200406-19-000059,https://www.sec.gov/Archives/edgar/data/200406/000020040619000059/a20191007cover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000059/
8-K,2019-08-26,2019-08-26,"8.01,9.01",0000200406-19-000057,https://www.sec.gov/Archives/edgar/data/200406/000020040619000057/coveraugust262019.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000057/
10-Q,2019-07-29,2019-06-30,,0000200406-19-000053,https://www.sec.gov/Archives/edgar/data/200406/000020040619000053/a2q10q06-30x19.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000053/
8-K,2019-07-16,2019-07-16,"2.02,9.01",0000200406-19-000049,https://www.sec.gov/Archives/edgar/data/200406/000020040619000049/a20192qcover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000049/
10-Q,2019-05-01,2019-03-31,,0000200406-19-000033,https://www.sec.gov/Archives/edgar/data/200406/000020040619000033/a1q10q03-31x19.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000033/
8-K,2019-04-26,2019-04-25,"5.07,8.01,9.01",0000200406-19-000028,https://www.sec.gov/Archives/edgar/data/200406/000020040619000028/a201904268-kasmvoteanddivi.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000028/
8-K,2019-04-16,2019-04-16,"2.02,9.01",0000200406-19-000025,https://www.sec.gov/Archives/edgar/data/200406/000020040619000025/a20191qcover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000025/
8-K,2019-04-01,2019-04-01,"8.01,9.01",0000200406-19-000020,https://www.sec.gov/Archives/edgar/data/200406/000020040619000020/a20190401aspdivestiture.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000020/
8-K,2019-04-01,2019-04-01,"1.02,8.01,9.01",0000200406-19-000019,https://www.sec.gov/Archives/edgar/data/200406/000020040619000019/a201804018-kauris.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000019/
8-K,2019-03-21,2019-03-21,8.01,0000200406-19-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040619000016/a20190321alios8-k.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000016/
10-K,2019-02-20,2018-12-30,,0000200406-19-000009,https://www.sec.gov/Archives/edgar/data/200406/000020040619000009/form10-k20181230.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000009/
8-K,2019-01-22,2019-01-22,"2.02,9.01",0000200406-19-000004,https://www.sec.gov/Archives/edgar/data/200406/000020040619000004/a20184qcover.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000004/
8-K,2019-01-17,2019-01-17,"8.01,9.01",0000200406-19-000002,https://www.sec.gov/Archives/edgar/data/200406/000020040619000002/a20190117ciz.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040619000002/
8-K,2018-12-17,2018-12-17,"8.01,9.01",0000200406-18-000059,https://www.sec.gov/Archives/edgar/data/200406/000020040618000059/a20181217sharerepurchase.htm,https://www.sec.gov/Archives/edgar/data/200406/000020040618000059/
