form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2026-05-01,2026-05-01,,0001171843-26-002939,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002939/f6k_050126.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002939/
6-K,2026-04-22,2026-04-22,,0001171843-26-002633,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002633/f6k_042126.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002633/
6-K,2026-04-21,2026-04-21,,0001171843-26-002597,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002597/f6k_042126.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002597/
6-K,2026-04-15,2026-04-14,,0001171843-26-002448,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002448/f6k_041426.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326002448/
6-K,2026-04-15,2026-04-14,,0001193125-26-155275,https://www.sec.gov/Archives/edgar/data/1581178/000119312526155275/d284109d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312526155275/
6-K,2026-03-17,2026-03-17,,0001171843-26-001612,https://www.sec.gov/Archives/edgar/data/1581178/000117184326001612/f6k_031726.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326001612/
40-F,2026-03-13,2025-12-31,,0001193125-26-104765,https://www.sec.gov/Archives/edgar/data/1581178/000119312526104765/d78249d40f.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312526104765/
6-K,2026-03-06,2026-02-23,,0001193125-26-096039,https://www.sec.gov/Archives/edgar/data/1581178/000119312526096039/d896156d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312526096039/
6-K,2026-02-20,2026-02-20,,0001171843-26-000978,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000978/f6k_022026.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000978/
6-K,2026-02-20,2026-02-19,,0001193125-26-059789,https://www.sec.gov/Archives/edgar/data/1581178/000119312526059789/d219539d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312526059789/
6-K,2026-02-19,2026-02-19,,0001171843-26-000911,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000911/f6k_021926.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000911/
6-K,2026-02-18,2026-02-18,,0001171843-26-000892,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000892/f6k_021826.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000892/
6-K,2026-01-08,2026-01-08,,0001171843-26-000141,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000141/f6k_010826.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184326000141/
6-K,2025-11-13,2025-11-13,,0001171843-25-007294,https://www.sec.gov/Archives/edgar/data/1581178/000117184325007294/f6k_111325.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325007294/
6-K,2025-11-04,2025-11-04,,0001193125-25-264619,https://www.sec.gov/Archives/edgar/data/1581178/000119312525264619/d35661d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525264619/
6-K,2025-10-01,2025-09-29,,0001171843-25-006215,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006215/f6k_100125.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006215/
6-K,2025-09-29,2025-09-29,,0001193125-25-223295,https://www.sec.gov/Archives/edgar/data/1581178/000119312525223295/d946448d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525223295/
6-K,2025-09-24,2025-09-24,,0001171843-25-006052,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006052/f6k_092425.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006052/
6-K,2025-09-23,2025-09-23,,0001193125-25-213247,https://www.sec.gov/Archives/edgar/data/1581178/000119312525213247/d926568d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525213247/
6-K,2025-09-23,2025-09-22,,0001171843-25-006031,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006031/f6k_092325.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006031/
6-K,2025-09-22,2025-09-22,,0001171843-25-006011,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006011/f6k_092225.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325006011/
6-K,2025-09-19,2025-09-19,,0001193125-25-209033,https://www.sec.gov/Archives/edgar/data/1581178/000119312525209033/d82327d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525209033/
6-K,2025-09-02,2025-09-02,,0001171843-25-005662,https://www.sec.gov/Archives/edgar/data/1581178/000117184325005662/f6k_090125.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325005662/
6-K,2025-08-13,2025-08-12,,0001193125-25-179135,https://www.sec.gov/Archives/edgar/data/1581178/000119312525179135/d54647d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525179135/
6-K,2025-07-22,2025-07-22,,0001171843-25-004613,https://www.sec.gov/Archives/edgar/data/1581178/000117184325004613/f6k_072225.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325004613/
6-K,2025-07-08,2025-07-08,,0001171843-25-004357,https://www.sec.gov/Archives/edgar/data/1581178/000117184325004357/f6k_070825.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325004357/
6-K,2025-06-03,2025-06-02,,0001171843-25-003581,https://www.sec.gov/Archives/edgar/data/1581178/000117184325003581/f6k_060225.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325003581/
6-K,2025-06-02,2025-05-30,,0001171843-25-003547,https://www.sec.gov/Archives/edgar/data/1581178/000117184325003547/f6k_053025.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325003547/
6-K,2025-05-07,2025-05-07,,0001171843-25-002894,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002894/f6k_050725.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002894/
6-K,2025-05-06,2025-05-06,,0001193125-25-113877,https://www.sec.gov/Archives/edgar/data/1581178/000119312525113877/d921125d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525113877/
6-K,2025-05-05,2025-05-05,,0001171843-25-002740,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002740/f6k_050325.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002740/
6-K,2025-04-24,2025-04-24,,0001171843-25-002487,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002487/f6k_042425.htm,https://www.sec.gov/Archives/edgar/data/1581178/000117184325002487/
6-K,2025-03-21,2025-03-20,,0001279569-25-000286,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000286/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000286/
40-F,2025-03-20,2024-12-31,,0001193125-25-059352,https://www.sec.gov/Archives/edgar/data/1581178/000119312525059352/d887586d40f.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312525059352/
6-K,2025-02-25,2025-02-25,,0001279569-25-000192,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000192/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000192/
6-K,2025-02-18,2025-02-18,,0001279569-25-000154,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000154/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956925000154/
6-K,2024-11-20,2024-11-20,,0001279569-24-001412,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001412/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001412/
6-K,2024-11-14,2024-11-14,,0001279569-24-001391,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001391/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001391/
6-K,2024-11-13,2024-11-13,,0001279569-24-001382,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001382/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001382/
6-K,2024-11-13,2024-11-12,,0001279569-24-001373,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001373/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001373/
6-K,2024-11-07,2024-11-07,,0001193125-24-253301,https://www.sec.gov/Archives/edgar/data/1581178/000119312524253301/d910275d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524253301/
6-K,2024-11-01,2024-10-31,,0001279569-24-001305,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001305/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001305/
6-K,2024-10-28,2024-10-28,,0001279569-24-001270,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001270/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001270/
6-K,2024-10-15,2024-10-15,,0001279569-24-001224,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001224/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001224/
6-K,2024-10-10,2024-10-10,,0001279569-24-001204,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001204/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001204/
6-K,2024-10-02,2024-10-02,,0001279569-24-001182,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001182/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001182/
6-K,2024-09-19,2024-09-19,,0001279569-24-001139,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001139/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001139/
6-K,2024-09-11,2024-09-11,,0001279569-24-001099,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001099/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001099/
6-K,2024-09-04,2024-09-04,,0001279569-24-001075,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001075/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924001075/
6-K,2024-08-07,2024-08-07,,0001193125-24-196031,https://www.sec.gov/Archives/edgar/data/1581178/000119312524196031/d795649d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524196031/
6-K,2024-08-02,2024-08-02,,0001279569-24-000956,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000956/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000956/
6-K,2024-07-08,2024-07-08,,0001279569-24-000857,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000857/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000857/
6-K,2024-07-03,2024-07-03,,0001279569-24-000844,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000844/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000844/
6-K,2024-06-06,2024-06-06,,0001279569-24-000706,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000706/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000706/
6-K,2024-06-05,2024-06-05,,0001279569-24-000699,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000699/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000699/
6-K,2024-05-23,2024-05-23,,0001279569-24-000662,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000662/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000662/
6-K,2024-05-22,2024-05-22,,0001279569-24-000648,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000648/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000648/
6-K,2024-05-21,2024-05-21,,0001279569-24-000644,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000644/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000644/
6-K,2024-05-15,2024-05-15,,0001193125-24-139133,https://www.sec.gov/Archives/edgar/data/1581178/000119312524139133/d832258d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524139133/
6-K,2024-05-14,2024-05-14,,0001279569-24-000604,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000604/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000604/
6-K,2024-05-08,2024-05-08,,0001193125-24-134333,https://www.sec.gov/Archives/edgar/data/1581178/000119312524134333/d832262d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524134333/
6-K,2024-05-02,2024-05-02,,0001279569-24-000510,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000510/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000510/
6-K,2024-04-11,2024-04-11,,0001279569-24-000421,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000421/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000421/
6-K,2024-04-10,2024-04-10,,0001193125-24-092022,https://www.sec.gov/Archives/edgar/data/1581178/000119312524092022/d799793d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524092022/
6-K,2024-04-08,2024-04-08,,0001193125-24-089645,https://www.sec.gov/Archives/edgar/data/1581178/000119312524089645/d813141d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524089645/
6-K,2024-04-08,2024-04-08,,0001279569-24-000401,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000401/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000401/
6-K,2024-04-05,2024-04-05,,0001279569-24-000394,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000394/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000394/
6-K,2024-04-03,2024-04-03,,0001279569-24-000380,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000380/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000380/
40-F,2024-04-01,2023-12-31,,0001193125-24-083584,https://www.sec.gov/Archives/edgar/data/1581178/000119312524083584/d800041d40f.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524083584/
6-K,2024-04-01,2024-04-01,,0001279569-24-000367,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000367/form6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000127956924000367/
6-K,2024-03-18,2024-03-18,,0001193125-24-070189,https://www.sec.gov/Archives/edgar/data/1581178/000119312524070189/d785815d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524070189/
6-K,2024-03-15,2024-03-15,,0001193125-24-069232,https://www.sec.gov/Archives/edgar/data/1581178/000119312524069232/d780863d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524069232/
6-K,2024-03-12,2024-03-12,,0001193125-24-065929,https://www.sec.gov/Archives/edgar/data/1581178/000119312524065929/d759708d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524065929/
6-K,2024-03-11,2024-03-11,,0001193125-24-064995,https://www.sec.gov/Archives/edgar/data/1581178/000119312524064995/d763923d6k.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524064995/
F-10/A,2024-02-05,,,0001193125-24-024018,https://www.sec.gov/Archives/edgar/data/1581178/000119312524024018/d491327df10a.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524024018/
F-10,2024-01-18,,,0001193125-24-010178,https://www.sec.gov/Archives/edgar/data/1581178/000119312524010178/d491327df10.htm,https://www.sec.gov/Archives/edgar/data/1581178/000119312524010178/
