form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2025-12-23,2025-12-22,,0001171843-25-008080,https://www.sec.gov/Archives/edgar/data/353278/000117184325008080/f6k_122225.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325008080/
6-K,2025-11-25,2025-11-25,,0001171843-25-007566,https://www.sec.gov/Archives/edgar/data/353278/000117184325007566/f6k_112525.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007566/
6-K,2025-11-24,2025-11-24,,0001171843-25-007519,https://www.sec.gov/Archives/edgar/data/353278/000117184325007519/f6k_112425.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007519/
6-K,2025-11-17,2025-11-17,,0001171843-25-007383,https://www.sec.gov/Archives/edgar/data/353278/000117184325007383/f6k_111725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007383/
6-K,2025-11-14,2025-11-14,,0001171843-25-007325,https://www.sec.gov/Archives/edgar/data/353278/000117184325007325/f6k_111425.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007325/
6-K,2025-11-14,2025-11-13,,0001171843-25-007307,https://www.sec.gov/Archives/edgar/data/353278/000117184325007307/f6k_111325.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007307/
6-K,2025-11-12,2025-11-11,,0001171843-25-007200,https://www.sec.gov/Archives/edgar/data/353278/000117184325007200/f6k_111125.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007200/
6-K,2025-11-07,2025-11-06,,0001171843-25-007120,https://www.sec.gov/Archives/edgar/data/353278/000117184325007120/f6k_110625.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325007120/
6-K,2025-11-05,2025-09-30,,0000353278-25-000005,https://www.sec.gov/Archives/edgar/data/353278/000035327825000005/caq32025.htm,https://www.sec.gov/Archives/edgar/data/353278/000035327825000005/
6-K,2025-10-30,2025-10-30,,0001171843-25-006795,https://www.sec.gov/Archives/edgar/data/353278/000117184325006795/f6k_103025.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325006795/
6-K,2025-10-21,2025-10-21,,0001171843-25-006551,https://www.sec.gov/Archives/edgar/data/353278/000117184325006551/f6k_102125.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325006551/
6-K,2025-10-21,2025-10-21,,0001171843-25-006550,https://www.sec.gov/Archives/edgar/data/353278/000117184325006550/f6k_102125.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325006550/
6-K,2025-10-09,2025-10-09,,0001171843-25-006370,https://www.sec.gov/Archives/edgar/data/353278/000117184325006370/f6k_100925.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325006370/
6-K,2025-09-10,2025-09-10,,0001171843-25-005809,https://www.sec.gov/Archives/edgar/data/353278/000117184325005809/f6k_091025.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005809/
6-K,2025-08-19,2025-08-19,,0001171843-25-005478,https://www.sec.gov/Archives/edgar/data/353278/000117184325005478/f6k_081925.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005478/
6-K,2025-08-18,2025-08-15,,0001171843-25-005454,https://www.sec.gov/Archives/edgar/data/353278/000117184325005454/f6k_081525.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005454/
6-K,2025-08-14,2025-08-12,,0001171843-25-005391,https://www.sec.gov/Archives/edgar/data/353278/000117184325005391/f6k_081225.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005391/
6-K,2025-08-08,2025-08-08,,0001171843-25-005210,https://www.sec.gov/Archives/edgar/data/353278/000117184325005210/f6k_080825.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005210/
6-K,2025-08-08,2025-08-07,,0001171843-25-005208,https://www.sec.gov/Archives/edgar/data/353278/000117184325005208/f6k_080725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325005208/
6-K,2025-08-06,2025-06-30,,0001628280-25-038087,https://www.sec.gov/Archives/edgar/data/353278/000162828025038087/caq22025.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025038087/
6-K,2025-08-04,2025-08-04,,0001171843-25-004986,https://www.sec.gov/Archives/edgar/data/353278/000117184325004986/f6k_080425.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325004986/
6-K,2025-07-29,2025-07-29,,0001171843-25-004761,https://www.sec.gov/Archives/edgar/data/353278/000117184325004761/f6k_072925.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325004761/
6-K,2025-07-29,2025-07-29,,0001171843-25-004760,https://www.sec.gov/Archives/edgar/data/353278/000117184325004760/f6k_072925.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325004760/
6-K,2025-06-13,2025-06-12,,0001171843-25-003877,https://www.sec.gov/Archives/edgar/data/353278/000117184325003877/f6k_061225.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325003877/
6-K,2025-05-16,2025-05-16,,0001171843-25-003274,https://www.sec.gov/Archives/edgar/data/353278/000117184325003274/f6k_051625.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325003274/
6-K,2025-05-09,2025-05-09,,0001171843-25-003007,https://www.sec.gov/Archives/edgar/data/353278/000117184325003007/f6k_050925.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325003007/
6-K,2025-05-07,2025-03-31,,0001628280-25-022877,https://www.sec.gov/Archives/edgar/data/353278/000162828025022877/caq12025.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025022877/
6-K,2025-04-03,2025-04-03,,0001171843-25-001981,https://www.sec.gov/Archives/edgar/data/353278/000117184325001981/f6k_040325.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325001981/
6-K,2025-03-31,2025-03-27,,0001171843-25-001822,https://www.sec.gov/Archives/edgar/data/353278/000117184325001822/f6k_032725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325001822/
6-K,2025-03-10,2025-03-10,,0001171843-25-001350,https://www.sec.gov/Archives/edgar/data/353278/000117184325001350/f6k_031025.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325001350/
6-K,2025-02-27,2025-02-27,,0001171843-25-001113,https://www.sec.gov/Archives/edgar/data/353278/000117184325001113/f6k_022725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325001113/
6-K,2025-02-07,2025-02-07,,0001171843-25-000689,https://www.sec.gov/Archives/edgar/data/353278/000117184325000689/f6k_020725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000689/
6-K,2025-02-06,2025-02-06,,0001171843-25-000664,https://www.sec.gov/Archives/edgar/data/353278/000117184325000664/f6k_020625.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000664/
6-K,2025-02-05,2024-12-31,,0001628280-25-003924,https://www.sec.gov/Archives/edgar/data/353278/000162828025003924/caq42024.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025003924/
6-K,2025-02-05,2024-12-31,,0001628280-25-003923,https://www.sec.gov/Archives/edgar/data/353278/000162828025003923/irannotice2024.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025003923/
20-F,2025-02-05,2024-12-31,,0001628280-25-003920,https://www.sec.gov/Archives/edgar/data/353278/000162828025003920/nvo-20241231.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025003920/
6-K,2025-02-05,2024-12-31,,0001628280-25-003906,https://www.sec.gov/Archives/edgar/data/353278/000162828025003906/novonordiskremunerationr.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828025003906/
6-K,2025-02-04,2025-02-04,,0001171843-25-000599,https://www.sec.gov/Archives/edgar/data/353278/000117184325000599/f6k_020425.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000599/
6-K,2025-01-27,2025-01-27,,0001171843-25-000429,https://www.sec.gov/Archives/edgar/data/353278/000117184325000429/f6k_012725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000429/
6-K,2025-01-24,2025-01-24,,0001171843-25-000397,https://www.sec.gov/Archives/edgar/data/353278/000117184325000397/f6k_012425.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000397/
6-K,2025-01-21,2025-01-20,,0001171843-25-000328,https://www.sec.gov/Archives/edgar/data/353278/000117184325000328/f6k_012025.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000328/
6-K,2025-01-17,2025-01-17,,0001171843-25-000305,https://www.sec.gov/Archives/edgar/data/353278/000117184325000305/f6k_011725.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000305/
6-K,2025-01-15,2025-01-13,,0001171843-25-000262,https://www.sec.gov/Archives/edgar/data/353278/000117184325000262/f6k_011325.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184325000262/
6-K,2024-12-20,2024-12-20,,0001171843-24-007024,https://www.sec.gov/Archives/edgar/data/353278/000117184324007024/f6k_122024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324007024/
6-K,2024-12-20,2024-12-20,,0001171843-24-007023,https://www.sec.gov/Archives/edgar/data/353278/000117184324007023/f6k_122024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324007023/
6-K,2024-12-18,2024-12-18,,0001171843-24-006991,https://www.sec.gov/Archives/edgar/data/353278/000117184324006991/f6k_121824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006991/
6-K,2024-12-16,2024-12-16,,0001171843-24-006956,https://www.sec.gov/Archives/edgar/data/353278/000117184324006956/f6k_121624.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006956/
6-K,2024-12-16,2024-12-14,,0001171843-24-006955,https://www.sec.gov/Archives/edgar/data/353278/000117184324006955/f6k_121424.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006955/
6-K,2024-12-13,2024-12-12,,0001171843-24-006920,https://www.sec.gov/Archives/edgar/data/353278/000117184324006920/f6k_121224.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006920/
6-K,2024-12-09,2024-12-09,,0001171843-24-006813,https://www.sec.gov/Archives/edgar/data/353278/000117184324006813/f6k_120924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006813/
6-K,2024-12-06,2024-12-06,,0001171843-24-006787,https://www.sec.gov/Archives/edgar/data/353278/000117184324006787/f6k_120624.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006787/
6-K,2024-12-02,2024-12-02,,0001171843-24-006645,https://www.sec.gov/Archives/edgar/data/353278/000117184324006645/f6k_120224.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006645/
6-K,2024-11-25,2024-11-25,,0001171843-24-006549,https://www.sec.gov/Archives/edgar/data/353278/000117184324006549/f6k_112524.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006549/
6-K,2024-11-19,2024-11-19,,0001171843-24-006444,https://www.sec.gov/Archives/edgar/data/353278/000117184324006444/f6k_111924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006444/
6-K,2024-11-18,2024-11-18,,0001171843-24-006420,https://www.sec.gov/Archives/edgar/data/353278/000117184324006420/f6k_111824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006420/
6-K,2024-11-14,2024-11-13,,0001171843-24-006354,https://www.sec.gov/Archives/edgar/data/353278/000117184324006354/f6k_111324.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006354/
6-K,2024-11-13,2024-11-12,,0001171843-24-006304,https://www.sec.gov/Archives/edgar/data/353278/000117184324006304/f6k_111224.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006304/
6-K,2024-11-08,2024-11-08,,0001171843-24-006186,https://www.sec.gov/Archives/edgar/data/353278/000117184324006186/f6k_110824ca86.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006186/
6-K,2024-11-08,2024-11-08,,0001171843-24-006185,https://www.sec.gov/Archives/edgar/data/353278/000117184324006185/f6k_110824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006185/
6-K,2024-11-08,2024-11-08,,0001171843-24-006184,https://www.sec.gov/Archives/edgar/data/353278/000117184324006184/f6k_110824ca84.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006184/
6-K,2024-11-08,2024-11-08,,0001171843-24-006182,https://www.sec.gov/Archives/edgar/data/353278/000117184324006182/f6k_110824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006182/
6-K,2024-11-07,2024-11-07,,0001171843-24-006117,https://www.sec.gov/Archives/edgar/data/353278/000117184324006117/f6k_110724.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006117/
6-K,2024-11-06,2024-09-30,,0001628280-24-045439,https://www.sec.gov/Archives/edgar/data/353278/000162828024045439/caq32024.htm,https://www.sec.gov/Archives/edgar/data/353278/000162828024045439/
6-K,2024-11-05,2024-11-05,,0001171843-24-006011,https://www.sec.gov/Archives/edgar/data/353278/000117184324006011/f6k_110524.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324006011/
6-K,2024-11-01,2024-11-01,,0001171843-24-005952,https://www.sec.gov/Archives/edgar/data/353278/000117184324005952/f6k_110124.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005952/
6-K,2024-10-28,2024-10-28,,0001171843-24-005838,https://www.sec.gov/Archives/edgar/data/353278/000117184324005838/f6k_102824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005838/
6-K,2024-10-21,2024-10-21,,0001171843-24-005710,https://www.sec.gov/Archives/edgar/data/353278/000117184324005710/f6k_102124.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005710/
6-K,2024-10-21,2024-10-21,,0001171843-24-005708,https://www.sec.gov/Archives/edgar/data/353278/000117184324005708/f6k_102124.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005708/
6-K,2024-10-15,2024-10-14,,0001171843-24-005606,https://www.sec.gov/Archives/edgar/data/353278/000117184324005606/f6k_101424.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005606/
6-K,2024-10-07,2024-10-07,,0001171843-24-005538,https://www.sec.gov/Archives/edgar/data/353278/000117184324005538/f6k_100724.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005538/
6-K,2024-09-30,2024-09-30,,0001171843-24-005399,https://www.sec.gov/Archives/edgar/data/353278/000117184324005399/f6k_093024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005399/
6-K,2024-09-24,2024-09-23,,0001171843-24-005337,https://www.sec.gov/Archives/edgar/data/353278/000117184324005337/f6k_092324.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005337/
6-K,2024-09-20,2024-09-20,,0001171843-24-005287,https://www.sec.gov/Archives/edgar/data/353278/000117184324005287/f6k_092024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005287/
6-K,2024-09-16,2024-09-16,,0001171843-24-005206,https://www.sec.gov/Archives/edgar/data/353278/000117184324005206/f6k_091624.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005206/
6-K,2024-09-09,2024-09-09,,0001171843-24-005122,https://www.sec.gov/Archives/edgar/data/353278/000117184324005122/f6k_0920924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005122/
6-K,2024-09-09,2024-09-09,,0001171843-24-005121,https://www.sec.gov/Archives/edgar/data/353278/000117184324005121/f6k_0920924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324005121/
6-K,2024-08-30,2024-08-30,,0001171843-24-004992,https://www.sec.gov/Archives/edgar/data/353278/000117184324004992/f6k_083024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004992/
6-K,2024-08-26,2024-08-26,,0001171843-24-004921,https://www.sec.gov/Archives/edgar/data/353278/000117184324004921/f6k_082624.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004921/
6-K,2024-08-21,2024-08-20,,0001171843-24-004870,https://www.sec.gov/Archives/edgar/data/353278/000117184324004870/f6k_082024.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004870/
6-K,2024-08-19,2024-08-19,,0001171843-24-004845,https://www.sec.gov/Archives/edgar/data/353278/000117184324004845/f6k_081924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004845/
6-K,2024-08-14,2024-08-14,,0001171843-24-004779,https://www.sec.gov/Archives/edgar/data/353278/000117184324004779/f6k_081424.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004779/
6-K,2024-08-12,2024-08-12,,0001171843-24-004677,https://www.sec.gov/Archives/edgar/data/353278/000117184324004677/f6k_081224.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004677/
6-K,2024-08-12,2024-08-12,,0001171843-24-004674,https://www.sec.gov/Archives/edgar/data/353278/000117184324004674/f6k_081224.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004674/
6-K,2024-08-09,2024-08-09,,0001171843-24-004645,https://www.sec.gov/Archives/edgar/data/353278/000117184324004645/f6k_080924.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004645/
6-K,2024-08-09,2024-08-08,,0001171843-24-004628,https://www.sec.gov/Archives/edgar/data/353278/000117184324004628/f6k_080824.htm,https://www.sec.gov/Archives/edgar/data/353278/000117184324004628/
